Filter,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.altitude [m],Convert MPH to m/s,OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.roll,OSD.pitch,OSD.yaw,OSD.hSpeed [m/s],RC.elevator,RC.throttle,RC.rudder,RC.aileron,Convert ft to m,OSD.vpsHeight [m],HOME.distance [m],BATTERY.chargeLevel,BATTERY.voltage [V],BATTERY.current [A],WEATHER.windDirection,WEATHER.windSpeed [m/s],WEATHER.windStrength,
1,157.1,32.82475701,-95.30637177,439,,-8.200013592,-4.600007625,0.800001326,32.6,13.7,-156.2,9.402142598,505,1040,1193,1192,,78.412076,41.082976,83,7.83,7.161,E,3.4958528,Calm,
2,157.2,32.82475018,-95.30637689,439,,-7.500012432,-5.100008454,0.600000995,34.2,9.4,-156.8,9.069744665,1024,1024,1024,1073,,83.66142,39.741856,83,7.83,7.161,E,3.598672,Calm,
3,157.3,32.82474447,-95.30638259,438,,-6.800011272,-5.600009283,0.300000497,29,22.3,-153,8.809100675,1024,971,1024,1024,,86.94226,38.534848,83,7.83,7.161,E,3.598672,Calm,
4,157.4,32.82473849,-95.30638972,438,,-5.800009614,-5.90000978,-0.100000166,13,20.2,-158.4,8.273464947,1024,1004,1024,1024,,89.238848,37.193728,83,7.83,7.161,E,3.6970208,Calm,
0,157.5,32.82473455,-95.30639517,438,,-5.300008785,-5.90000978,-0.200000332,0,-3,-162.2,7.930964804,1024,1024,1024,1024,,94.488192,36.21024,83,7.83,7.161,E,3.6970208,Calm,
1,157.6,32.82472958,-95.30640177,439,,-5.400008951,-5.700009448,0,-2.4,-5,-160.1,7.851764068,1024,1024,1024,1024,,97.769032,35.003232,83,7.83,5.721,E,3.79984,Calm,
2,157.7,32.82472478,-95.3064079,438,,-5.400008951,-5.600009283,0,-8.3,11.7,-159.2,7.779472782,1024,1024,1024,1024,,96.78478,33.885632,83,7.83,5.721,E,3.79984,Calm,
3,157.8,32.82472048,-95.30641403,438,,-5.100008454,-5.300008785,0.100000166,-19.6,21.8,-163,7.355282338,1024,1024,1024,1024,,85.958008,32.812736,83,7.83,5.721,E,3.79984,Calm,
4,157.9,32.8247155,-95.30641896,438,,-4.800007956,-4.700007791,0.100000166,-25.7,25.8,-166.4,6.717897623,1024,1024,1024,1024,,79.396328,31.784544,83,7.83,5.721,NE,3.8981888,Calm,
0,158,32.82471099,-95.30642386,438,,-4.400007293,-3.900006465,0,-26.2,27.7,-165.9,5.879635485,1024,1024,1024,1024,,84.973756,30.801056,83,7.83,5.721,NE,3.8981888,Calm,
1,158.1,32.82470763,-95.3064266,438,,-4.00000663,-3.200005304,0.100000166,-26.1,29.4,-165.6,5.12250753,1024,1024,1024,1024,,89.238848,30.130496,83,7.83,5.721,NE,3.8981888,Calm,
2,158.2,32.82470381,-95.30642985,438,,-3.700006133,-2.60000431,0.100000166,-24.5,30.3,-165,4.522174832,1024,1024,1024,1024,,90.2231,29.370528,83,7.83,5.721,NE,3.8981888,Calm,
3,158.3,32.8247011,-95.30643168,438,,-3.200005304,-1.900003149,0.100000166,-15.9,34.2,-166.2,3.721564637,1024,1024,1024,1024,,90.2231,28.878784,83,7.83,5.721,NE,3.9965376,Calm,
4,158.4,32.82469845,-95.30643326,438,,-2.60000431,-1.300002155,0,-8.3,33.2,-162.3,2.906892799,1024,1024,1024,1024,,91.207352,28.38704,83,7.83,5.721,NE,3.9965376,Calm,
0,158.5,32.82469668,-95.30643418,438,,-2.100003481,-0.900001492,0,-7.2,32.1,-160.4,2.284735608,1024,1024,1024,1024,,92.519688,28.074112,83,7.83,5.721,NE,3.9965376,Calm,
1,158.6,32.82469507,-95.3064349,438,,-1.500002486,-0.500000829,0,-4.4,27.3,-160.4,1.58114114,1024,1024,1024,1024,,92.519688,27.805888,83,7.83,5.721,NE,3.9965376,Calm,
2,158.7,32.82469427,-95.30643504,438,,-1.000001658,-0.200000332,0,-0.3,19.5,-159.8,1.01980553,1024,1024,1024,1024,,92.519688,27.671776,83,7.83,5.721,NE,4.0993568,Calm,
3,158.8,32.82469347,-95.30643512,438,,-0.800001326,-0.100000166,0,1.9,13.9,-159.5,0.806226805,1024,1024,1024,1024,,101.049872,27.582368,83,7.83,5.721,NE,4.0993568,Calm,
4,158.9,32.8246927,-95.30643531,438,,-0.600000995,0,0,2.1,11,-159.5,0.600000995,1024,1024,1024,1024,,98.753284,27.448256,83,7.83,5.721,NE,4.0993568,Calm,
0,159,32.82469225,-95.30643536,438,,-0.400000663,0,0,1.7,8.9,-159.4,0.400000663,1024,1024,1024,1024,,91.207352,27.403552,83,7.83,5.721,NE,4.0993568,Calm,
1,159.1,32.82469186,-95.30643525,438,,-0.300000497,0,0,1.3,7.3,-159.3,0.300000497,1024,1024,1024,1024,,96.78478,27.358848,83,7.733,5.721,NE,4.0993568,Calm,
2,159.2,32.82469158,-95.30643523,438,,-0.200000332,0,0,1.8,6.4,-159.2,0.200000332,1024,1024,1024,1024,,92.519688,27.314144,83,7.733,5.721,NE,4.0993568,Calm,
3,159.3,32.82469133,-95.30643524,438,,-0.200000332,0,0,2,5.8,-159.2,0.200000332,1024,1024,1024,1024,,89.238848,27.26944,83,7.733,5.721,NE,4.1977056,Calm,
4,159.4,32.8246911,-95.30643527,438,,-0.100000166,0,0,1.6,5.3,-159.3,0.100000166,1024,1024,1024,1024,,84.973756,27.224736,83,7.733,5.721,NE,4.1977056,Calm,
0,159.5,32.82469092,-95.30643528,438,,-0.100000166,0,0,1.6,4.8,-159.4,0.100000166,1024,1024,1024,1024,,83.66142,27.224736,83,7.733,5.721,NE,4.1977056,Calm,
1,159.6,32.82469077,-95.30643517,438,,-0.100000166,0,0,1.7,4.6,-159.4,0.100000166,1024,1024,1024,1024,,84.973756,27.224736,83,7.733,6.019,NE,3.9965376,Calm,
2,159.7,32.82469064,-95.30643518,438,,0,0,0,1.1,4.7,-159.4,0,1024,1024,1024,1024,,84.973756,27.180032,83,7.733,6.019,NE,3.9965376,Calm,
3,159.8,32.82469064,-95.30643511,438,,0,0,0,0.9,4.6,-159.2,0,1024,1024,1024,1024,,84.973756,27.180032,83,7.733,6.019,NE,3.8981888,Calm,
4,159.9,32.82469058,-95.3064351,438,,0,0,0,0,3.3,-159.1,0,1024,1024,1024,1024,,84.973756,27.180032,83,7.733,6.019,NE,3.8981888,Calm,
0,160,32.82469057,-95.30643508,438,,0,0,0,0.5,3.4,-159.4,0,1024,1024,1024,1024,,85.958008,27.180032,83,7.733,6.019,NE,3.79984,Calm,
1,160.1,32.82469052,-95.30643506,438,,0,0,0,1,4.3,-159.4,0,1024,1024,1024,1024,,85.958008,27.180032,83,7.733,6.019,NE,3.6970208,Calm,
2,160.2,32.82469056,-95.30643502,438,,0,0,0,0.9,3.9,-159.4,0,1024,1024,1024,1024,,84.973756,27.180032,83,7.733,6.019,NE,3.6970208,Calm,
3,160.3,32.82469055,-95.30643498,438,,0,0,0,1,3.3,-159.4,0,1024,1024,1024,1024,,84.973756,27.180032,83,7.733,6.019,NE,3.598672,Calm,
4,160.4,32.8246906,-95.30643495,438,,0,0,0,1.1,3.1,-159.4,0,1024,1024,1024,1024,,84.973756,27.224736,83,7.733,6.019,NE,3.4958528,Calm,
0,160.5,32.82469062,-95.30643493,438,,0,0,0,1,2.8,-159.4,0,1024,1024,1024,1024,,83.66142,27.224736,83,7.733,6.019,NE,3.4958528,Calm,
1,160.6,32.82469067,-95.30643489,438,,0,0,0,1.1,2.8,-159.4,0,1024,1024,1024,1024,,83.66142,27.224736,83,7.784,6.019,NE,3.4958528,Calm,
2,160.7,32.82469069,-95.30643489,438,,0,0,0,0.6,3,-159.4,0,1024,1024,1024,1024,,83.66142,27.224736,83,7.784,6.019,NE,3.397504,Calm,
3,160.8,32.82469075,-95.30643487,438,,0,0,0,0.6,2.7,-159.3,0,1024,1024,1024,1024,,83.66142,27.224736,83,7.784,6.019,NE,3.397504,Calm,
4,160.9,32.82469078,-95.30643486,438,,0,0,0,0.1,2.6,-159.3,0,1024,1024,1024,1024,,83.66142,27.224736,83,7.784,6.019,NE,3.397504,Calm,
0,161,32.82469084,-95.30643485,438,,0,0,0,0.2,2.9,-159.3,0,1024,1024,1024,1024,,83.66142,27.224736,83,7.784,6.019,NE,3.2991552,Calm,
1,161.1,32.82469085,-95.30643484,438,,0,0,0,0.6,2.8,-159.4,0,1024,1024,1024,1024,,84.973756,27.224736,83,7.784,6.019,NE,3.2991552,Calm,
2,161.2,32.8246909,-95.30643485,438,,0,0,0,0.9,2.9,-159.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.784,6.019,NE,3.2991552,Calm,
3,161.3,32.82469094,-95.30643489,438,,0,0,0,0.5,3.1,-159.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.784,6.019,NE,3.196336,Calm,
4,161.4,32.82469101,-95.3064349,438,,0,0,0,0.1,3,-159.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.784,6.019,NE,3.196336,Calm,
0,161.5,32.82469104,-95.30643495,438,,0,0,0,-0.3,2.9,-159.5,0,1024,1024,1024,1024,,83.66142,27.26944,83,7.784,6.019,NE,3.196336,Calm,
1,161.6,32.8246911,-95.30643499,438,,0,0,0,-0.7,2.9,-159.4,0,1024,1024,1024,1024,,83.66142,27.26944,83,7.784,4.941,NE,3.0979872,Calm,
2,161.7,32.82469114,-95.30643505,438,,0,0,0,-1.2,3.1,-159.4,0,1024,1024,1024,1024,,83.66142,27.26944,83,7.784,4.941,NE,3.0979872,Calm,
3,161.8,32.82469118,-95.30643504,438,,0,0,0,-1.2,3.3,-159.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.784,4.941,NE,3.0979872,Calm,
4,161.9,32.8246912,-95.30643505,438,,0,0,0,-1,3.2,-159.4,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.784,4.941,NE,3.0979872,Calm,
0,162,32.8246911,-95.30643503,438,,0,0,0,-0.5,3.3,-159.4,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.784,4.941,NE,2.9996384,Calm,
1,162.1,32.82469111,-95.30643503,438,,0,0,0,0.3,3.3,-159.5,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.941,NE,2.9996384,Calm,
2,162.2,32.82469112,-95.30643505,438,,0,0,0,-0.4,3.2,-159.4,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.785,4.941,NE,2.9996384,Calm,
3,162.3,32.82469114,-95.30643507,438,,0,0,0,-0.8,3.1,-159.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.941,NE,2.8968192,Calm,
4,162.4,32.82469114,-95.30643509,438,,0,0,0,-0.5,2.8,-159.5,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.941,NE,2.8968192,Calm,
0,162.5,32.82469114,-95.30643513,438,,0,0,0,-0.9,3.8,-159.5,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.941,NE,2.8968192,Calm,
1,162.6,32.82469113,-95.30643519,438,,0,0,0,-1.5,4.4,-159.5,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.995,NE,2.8968192,Calm,
2,162.7,32.82469113,-95.30643521,438,,0,0,0,-1,3.8,-159.5,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.995,NE,2.7984704,Calm,
3,162.8,32.8246911,-95.30643522,438,,0,0,0,-1.1,3.4,-159.6,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.785,4.995,NE,2.7984704,Calm,
4,162.9,32.8246911,-95.30643522,439,,0,0,0,-0.9,3.6,-159.6,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.785,4.995,NE,2.7984704,Calm,
0,163,32.82469111,-95.30643519,439,,0,0,0,-1.1,3.6,-159.4,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.785,4.995,NE,2.7984704,Calm,
1,163.1,32.82469109,-95.30643514,439,,0,0,0,-0.7,3.7,-159.2,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.995,NE,2.6956512,Calm,
2,163.2,32.82469105,-95.30643503,439,,0,0,0,0.5,4.1,-159.2,0,1024,1024,1024,1024,,83.66142,27.26944,83,7.785,4.995,NE,2.6956512,Calm,
3,163.3,32.82469103,-95.30643497,438,,0,0,0,0.8,5.5,-159.3,0,1024,1024,1024,1024,,83.66142,27.26944,83,7.785,4.995,NE,2.6956512,Calm,
4,163.4,32.82469099,-95.30643489,438,,0,0,0,0.9,3.6,-159.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.785,4.995,NE,2.6956512,Calm,
0,163.5,32.82469099,-95.30643481,439,,0,0,0,1.6,2.6,-159.3,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.785,4.995,NE,2.5973024,Calm,
1,163.6,32.82469096,-95.30643476,439,,0,0,0,2,3.3,-159.4,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.782,4.995,NE,2.5973024,Calm,
2,163.7,32.82469094,-95.30643475,439,,0,0,0,1.1,4.1,-159.4,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.782,4.995,NE,2.5973024,Calm,
3,163.8,32.8246909,-95.30643475,439,,0,0,0,0.7,4.5,-159.3,0,1024,1024,1024,1024,,83.66142,27.26944,83,7.782,4.995,N,2.5973024,Calm,
4,163.9,32.82469087,-95.30643477,439,,0,0,0,0.6,4.7,-159.2,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.782,4.995,N,2.5973024,Calm,
0,164,32.82469089,-95.3064348,439,,0,0,0,0.5,4.1,-156.6,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.782,4.995,N,2.5973024,Calm,
1,164.1,32.82469088,-95.30643481,439,,0,0,0,0,3.7,-154.7,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.782,4.995,N,2.5973024,Calm,
2,164.2,32.82469089,-95.30643485,439,,0,0,0,-0.2,3.9,-153.5,0,1024,1024,1024,1024,,85.958008,27.26944,83,7.782,4.995,N,2.5973024,Calm,
3,164.3,32.82469088,-95.30643484,439,,0,0,0,0.4,3.8,-152.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.782,4.995,N,2.5973024,Calm,
4,164.4,32.82469085,-95.30643481,439,,0,0,0,0.6,3.4,-151.4,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.782,4.995,N,2.5973024,Calm,
0,164.5,32.82469084,-95.30643481,439,,0,0,0,0.5,3.3,-150.5,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.782,4.995,N,2.4989536,Calm,
1,164.6,32.82469082,-95.30643476,439,,0,0,0,1,2.3,-149.6,0,1024,1024,1024,1024,,84.973756,27.26944,83,7.782,5.079,N,2.4989536,Calm,
2,164.7,32.82469077,-95.30643474,439,,0,0,0,1.7,0.8,-149,0,1024,1024,1024,1024,,84.973756,27.224736,83,7.782,5.079,N,2.4989536,Calm,
3,164.8,32.8246907,-95.30643473,439,,-0.100000166,0,0,2.1,1.2,-148.4,0.100000166,1024,1024,1024,1024,,83.66142,27.224736,83,7.782,5.079,N,2.4989536,Calm,
4,164.9,32.8246906,-95.30643477,439,,-0.100000166,0,0,1.7,2.7,-147.8,0.100000166,1024,1024,1024,1024,,84.973756,27.224736,83,7.782,5.079,N,2.4989536,Calm,
0,165,32.82469047,-95.30643486,439,,-0.100000166,0,0,1.1,2.5,-147.3,0.100000166,1024,1024,1024,1024,,84.973756,27.180032,83,7.782,5.079,N,2.4989536,Calm,
1,165.1,32.82469035,-95.30643493,439,,-0.100000166,0,0,1.7,1.3,-146.9,0.100000166,1024,1024,1024,1024,,84.973756,27.180032,83,7.782,5.079,N,2.4989536,Calm,
2,165.2,32.82469018,-95.30643507,439,,-0.100000166,-0.100000166,0,2.1,-0.1,-146.5,0.141421551,1024,1024,1024,1024,,84.973756,27.135328,83,7.782,5.079,N,2.4989536,Calm,
3,165.3,32.82469001,-95.30643523,439,,-0.200000332,-0.100000166,0,1.7,-1.5,-146.1,0.223606726,1024,1024,1024,1024,,84.973756,27.090624,83,7.782,5.079,N,2.4989536,Calm,
4,165.4,32.82468978,-95.30643545,439,,-0.200000332,-0.200000332,0,1.5,-2.5,-145.8,0.282843102,1024,1024,1024,1024,,82.677168,27.04592,83,7.782,5.079,N,2.5973024,Calm,
0,165.5,32.82468951,-95.3064357,439,,-0.300000497,-0.200000332,0,1.3,-4,-145.7,0.360555642,1024,1024,1024,1024,,83.66142,27.001216,83,7.782,5.079,N,2.5973024,Calm,
1,165.6,32.82468912,-95.30643598,439,,-0.400000663,-0.300000497,0,1.2,-5,-145.6,0.500000829,1024,1024,1024,1024,,83.66142,26.911808,83,7.79,5.079,N,2.4989536,Calm,
2,165.7,32.82468872,-95.3064363,439,,-0.500000829,-0.300000497,0,1.8,-5.6,-145.3,0.58309573,1024,1024,1024,1024,,83.66142,26.867104,83,7.79,5.079,N,2.4989536,Calm,
3,165.8,32.82468808,-95.30643684,439,,-0.600000995,-0.400000663,0,2.7,-6.4,-145.3,0.721111283,1024,1024,1024,1024,,83.66142,26.732992,83,7.79,5.079,N,2.4989536,Calm,
4,165.9,32.82468748,-95.30643732,439,,-0.70000116,-0.400000663,0,2.2,-6.9,-145.4,0.806226805,1024,1024,1024,1024,,82.677168,26.59888,83,7.79,5.079,N,2.4989536,Calm,
0,166,32.82468668,-95.30643792,439,,-0.800001326,-0.500000829,0,2,-6.9,-145.3,0.943399241,1024,1024,1024,1024,,84.973756,26.464768,83,7.79,5.079,N,2.4989536,Calm,
1,166.1,32.82468595,-95.3064385,439,,-0.900001492,-0.600000995,0,3,-6.4,-145.1,1.081666925,1024,1024,1024,1024,,83.66142,26.285952,83,7.79,5.079,N,2.4989536,Calm,
2,166.2,32.82468505,-95.30643927,439,,-1.000001658,-0.600000995,0,4.1,-6.4,-144.9,1.166191907,1024,1024,1024,1024,,83.66142,26.107136,83,7.79,5.079,N,2.3961344,Calm,
3,166.3,32.82468418,-95.30644003,439,,-1.000001658,-0.70000116,0,3.7,-6.9,-144.9,1.220657472,1024,1024,1024,1024,,83.66142,25.92832,83,7.79,5.079,N,2.3961344,Calm,
4,166.4,32.82468304,-95.30644104,439,,-1.100001823,-0.800001326,0,2.9,-7.1,-144.8,1.360149152,1024,1024,1024,1024,,82.677168,25.7048,83,7.79,5.079,N,2.3961344,Calm,
0,166.5,32.82468204,-95.30644196,439,,-1.200001989,-0.900001492,0,2.6,-6.6,-144.6,1.500002486,1024,1024,1024,1024,,82.677168,25.525984,83,7.79,5.079,N,2.3961344,Calm,
1,166.6,32.82468098,-95.30644301,439,,-1.200001989,-0.900001492,0,2.1,-6.9,-144.6,1.500002486,1024,1024,1024,1024,,82.677168,25.302464,82,7.79,4.994,N,2.3961344,Calm,
2,166.7,32.8246798,-95.30644412,439,,-1.300002155,-1.000001658,0,2,-7.1,-144.6,1.640124492,1024,1024,1024,1024,,82.677168,25.03424,82,7.79,4.994,N,2.3961344,Calm,
3,166.8,32.8246784,-95.30644534,439,,-1.400002321,-1.100001823,0,1.7,-6.4,-144.7,1.780452136,1024,1024,1024,1024,,83.66142,24.766016,82,7.79,4.994,N,2.3961344,Calm,
4,166.9,32.82467715,-95.30644651,439,,-1.500002486,-1.100001823,0,1.5,-5.7,-144.6,1.860110194,1024,1024,1024,1024,,82.677168,24.497792,82,7.79,4.994,N,2.3961344,Calm,
0,167,32.82467561,-95.30644782,439,,-1.500002486,-1.100001823,0,1.4,-6,-144.5,1.860110194,1024,1024,1024,1024,,82.677168,24.184864,82,7.79,4.994,N,2.2977856,Calm,
1,167.1,32.8246741,-95.3064492,439,,-1.600002652,-1.200001989,0,1.6,-6.4,-144.6,2.000003315,1024,1024,1024,1024,,82.677168,23.871936,82,7.797,4.994,N,2.2977856,Calm,
2,167.2,32.82467271,-95.30645041,439,,-1.700002818,-1.200001989,0,1.3,-6,-144.6,2.080868381,1024,1024,1024,1024,,82.677168,23.603712,82,7.797,4.994,N,2.2977856,Calm,
3,167.3,32.82467123,-95.30645174,439,,-1.700002818,-1.300002155,0,1.3,-6.1,-144.6,2.14009671,1024,1024,1024,1024,,81.692916,23.290784,82,7.797,4.994,N,2.2977856,Calm,
4,167.4,32.82466942,-95.30645333,439,,-1.800002984,-1.300002155,0,1.2,-6.2,-144.5,2.220363636,1024,1024,1024,1024,,82.677168,22.933152,82,7.797,4.994,N,2.2977856,Calm,
0,167.5,32.82466783,-95.30645474,439,,-1.800002984,-1.300002155,0,1.4,-6.2,-144.5,2.220363636,1024,1024,1024,1024,,82.677168,22.620224,82,7.797,4.994,N,2.2977856,Calm,
1,167.6,32.82466609,-95.30645627,439,,-1.900003149,-1.400002321,0,1.2,-5.8,-144.5,2.360088224,1024,1024,1024,1024,,81.692916,22.262592,82,7.797,4.858,N,2.2977856,Calm,
2,167.7,32.82466422,-95.3064579,439,,-2.000003315,-1.400002321,0,1.2,-5.7,-144.6,2.441314945,1024,1024,1024,1024,,82.677168,21.860256,82,7.797,4.858,N,2.1994368,Calm,
3,167.8,32.82466232,-95.30645946,439,,-2.000003315,-1.400002321,0,2,-5.7,-144.6,2.441314945,1024,1024,1024,1024,,82.677168,21.502624,82,7.797,4.858,N,2.1994368,Calm,
4,167.9,32.82466054,-95.30646101,439,,-2.100003481,-1.500002486,0,1.4,-5.4,-144.5,2.58070157,1024,1024,1024,1024,,82.677168,21.144992,82,7.797,4.858,N,2.1994368,Calm,
0,168,32.82465851,-95.30646271,439,,-2.100003481,-1.500002486,0,1.5,-5.4,-144.5,2.58070157,1024,1024,1024,1024,,81.692916,20.742656,82,7.797,4.858,N,2.1994368,Calm,
1,168.1,32.82465644,-95.30646446,439,,-2.200003647,-1.500002486,0,2,-5.7,-144.6,2.662709716,1024,1024,1024,1024,,81.692916,20.34032,82,7.797,4.858,N,2.1994368,Calm,
2,168.2,32.82465454,-95.30646604,439,,-2.200003647,-1.600002652,0,2.3,-5.6,-144.5,2.720298303,1024,1024,1024,1024,,82.677168,19.937984,82,7.797,4.858,N,2.1994368,Calm,
3,168.3,32.82465235,-95.30646788,439,,-2.300003812,-1.600002652,0,2.2,-4.8,-144.3,2.801789672,1024,1024,1024,1024,,82.677168,19.490944,82,7.797,4.858,N,2.1994368,Calm,
4,168.4,32.82465023,-95.3064695,439,,-2.300003812,-1.600002652,0,3.3,-4,-144.2,2.801789672,1024,1024,1024,1024,,81.692916,19.088608,82,7.797,4.858,N,2.1994368,Calm,
0,168.5,32.82464785,-95.30647147,439,,-2.300003812,-1.600002652,0,3.7,-3.1,-144.3,2.801789672,1024,1024,1024,1024,,82.677168,18.641568,82,7.797,4.858,N,2.0966176,Calm,
1,168.6,32.82464595,-95.3064731,439,,-2.300003812,-1.700002818,0,3.4,-2.6,-144.2,2.8600743,1024,1024,1024,1024,,81.692916,18.239232,82,7.795,4.858,N,2.0966176,Calm,
2,168.7,32.8246437,-95.30647501,439,,-2.300003812,-1.700002818,0,3.4,-3.4,-144.2,2.8600743,1024,1024,1024,1024,,81.692916,17.792192,82,7.795,4.858,N,2.0966176,Calm,
3,168.8,32.82464155,-95.30647692,439,,-2.300003812,-1.700002818,0,3.1,-3,-144.2,2.8600743,1024,1024,1024,1024,,81.692916,17.345152,82,7.795,4.858,N,2.0966176,Calm,
4,168.9,32.82463952,-95.30647873,439,,-2.300003812,-1.700002818,0,2.7,-3.5,-144.2,2.8600743,1024,1024,1024,1024,,83.66142,16.942816,82,7.795,4.858,N,2.0966176,Calm,
0,169,32.82463727,-95.30648079,439,,-2.300003812,-1.700002818,0,1.9,-4,-144.2,2.8600743,1024,1024,1024,1024,,82.677168,16.495776,82,7.795,4.858,N,2.0966176,Calm,
1,169.1,32.82463501,-95.30648282,439,,-2.400003978,-1.800002984,0,2.1,-4.5,-144.1,3.000004973,1024,1024,1024,1024,,82.677168,16.004032,82,7.795,4.858,N,2.0966176,Calm,
2,169.2,32.82463332,-95.30648423,439,,-2.400003978,-1.800002984,0,3,-4.7,-144.1,3.000004973,1024,1024,1024,1024,,82.677168,15.691104,82,7.795,4.858,N,2.0966176,Calm,
3,169.3,32.82463095,-95.30648644,439,,-2.400003978,-1.800002984,0,2.2,-5.2,-144.2,3.000004973,1024,1024,1024,1024,,83.66142,15.19936,82,7.795,4.858,N,2.0966176,Calm,
4,169.4,32.82462844,-95.30648869,439,,-2.400003978,-1.900003149,0,1,-5.1,-144.3,3.06105052,1024,1024,1024,1024,,83.66142,14.662912,82,7.795,4.858,N,2.0966176,Calm,
0,169.5,32.82462629,-95.30649069,439,,-2.500004144,-1.900003149,0,-0.1,-4.7,-144.3,3.140068863,1024,1024,1024,1024,,82.677168,14.215872,82,7.795,4.858,N,2.0966176,Calm,
1,169.6,32.82462382,-95.30649282,439,,-2.500004144,-1.900003149,0,-0.1,-4.3,-144.2,3.140068863,1024,1024,1024,1024,,81.692916,13.724128,82,7.795,4.876,N,1.9982688,Calm,
2,169.7,32.82462136,-95.30649504,439,,-2.500004144,-1.900003149,0,0.1,-4,-144.2,3.140068863,1024,1024,1024,1024,,69.881892,13.232384,82,7.795,4.876,N,1.9982688,Calm,
3,169.8,32.82461907,-95.30649714,439,,-2.60000431,-1.900003149,0,0,-4,-144.1,3.220253534,1024,1024,1024,1024,,69.881892,12.74064,82,7.795,4.876,N,1.9982688,Calm,
4,169.9,32.82461683,-95.30649917,439,,-2.60000431,-1.900003149,0,-0.2,-3.1,-144.1,3.220253534,1024,1024,1024,1024,,69.881892,12.2936,82,7.795,4.876,N,1.89992,Calm,
0,170,32.8246144,-95.30650137,439,,-2.60000431,-1.900003149,0,-0.5,-2.2,-144.1,3.220253534,1024,1024,1024,1024,,69.881892,11.801856,82,7.795,4.876,N,1.89992,Calm,
1,170.1,32.82461192,-95.30650361,439,,-2.60000431,-1.900003149,0,-0.8,-1.6,-144.1,3.220253534,1024,1024,1024,1024,,69.881892,11.310112,82,7.804,4.876,N,1.7971008,Calm,
2,170.2,32.82460978,-95.30650548,439,,-2.60000431,-1.900003149,0,-1.3,-1,-144.2,3.220253534,1024,1024,1024,1024,,68.569556,10.863072,82,7.804,4.876,N,1.7971008,Calm,
3,170.3,32.82460732,-95.30650768,439,,-2.60000431,-1.900003149,0,-0.9,-0.6,-144.1,3.220253534,1024,1024,1024,1024,,68.569556,10.371328,82,7.804,4.876,N,1.7971008,Calm,
4,170.4,32.82460487,-95.30650975,439,,-2.500004144,-1.900003149,0,-0.9,-0.1,-144.1,3.140068863,1024,1024,1024,1024,,68.569556,9.879584,82,7.804,4.876,N,1.7971008,Calm,
0,170.5,32.82460265,-95.3065117,439,,-2.500004144,-1.800002984,0,-1.4,1.5,-144.1,3.080589297,1024,1024,1024,1024,,68.569556,9.432544,82,7.804,4.876,N,1.7971008,Calm,
1,170.6,32.82460024,-95.3065137,439,,-2.500004144,-1.800002984,0,-0.8,2.5,-144,3.080589297,1024,1024,1024,1024,,68.569556,8.9408,82,7.804,4.85,N,1.7971008,Calm,
2,170.7,32.82459801,-95.30651556,439,,-2.500004144,-1.700002818,0,0,2.6,-143.9,3.023247924,1024,1024,1024,1024,,68.569556,8.49376,82,7.804,4.85,N,1.7971008,Calm,
3,170.8,32.82459548,-95.30651762,439,,-2.400003978,-1.700002818,0,0.6,3.2,-143.9,2.9410927,1024,1024,1024,1024,,67.585304,8.002016,82,7.804,4.85,N,1.7971008,Calm,
4,170.9,32.82459337,-95.30651935,439,,-2.300003812,-1.600002652,0,1,3.3,-143.9,2.801789672,1024,1024,1024,1024,,67.585304,7.59968,82,7.804,4.85,N,1.7971008,Calm,
0,171,32.82459128,-95.30652103,439,,-2.300003812,-1.600002652,0,1.2,3.2,-143.9,2.801789672,1024,1024,1024,1024,,67.585304,7.15264,82,7.804,4.85,N,1.7971008,Calm,
